id	pays_id	annee	population
1265	18	1989	3674802
1266	19	1989	374900
1267	20	1989	10588614
1268	21	1989	349014
1269	22	1989	14805240
1270	23	1989	7594315
1271	24	1989	37884655
1272	25	1989	10014005
1273	26	1989	23111521
1274	27	1989	1996325
1275	28	1989	5264220
1276	29	1989	4954359
1277	30	1989	8458888
1278	31	1989	56996450
1279	32	1989	251919
1280	33	1989	4220686
1281	34	1989	0
1282	35	1989	2100246
1283	36	1989	3169386
1284	37	1989	0
1285	38	1989	54186642
1286	39	1989	4461498
1287	40	1989	1869500
1288	41	1989	0
1289	42	1989	0
1290	43	1989	0
1291	1	1990	418030739
1292	2	1990	475187711
1293	3	1990	308841704
1294	4	1990	9947782
1295	5	1990	8767308
1296	6	1990	10362102
1297	7	1990	5135409
1298	8	1990	62679035
1299	9	1990	1570599
1300	10	1990	3506970
1301	11	1990	10120892
1302	12	1990	38853227
1303	13	1990	58029398
1304	14	1990	4772556
1305	15	1990	56694360
1306	16	1990	572655
1307	17	1990	2668140
1308	18	1990	3693708
1309	19	1990	379300
1310	20	1990	10374823
1311	21	1990	352430
1312	22	1990	14892574
1313	23	1990	7644818
1314	24	1990	38038403
1315	25	1990	9995995
1316	26	1990	23211395
1317	27	1990	1996377
1318	28	1990	5287663
1319	29	1990	4974383
1320	30	1990	8527039
1321	31	1990	57156972
1322	32	1990	253785
1323	33	1990	4233116
1324	34	1990	0
1325	35	1990	1873109
1326	36	1990	3254541
1327	37	1990	0
1328	38	1990	55494711
1329	39	1990	4499203
1330	40	1990	1909500
1331	41	1990	0
1332	42	1990	0
1333	43	1990	0
1334	1	1991	419504036
1335	2	1991	476842235
1336	3	1991	310262295
1337	4	1991	9986975
1338	5	1991	8669269
1339	6	1991	10304607
1340	7	1991	5146469
1341	8	1991	79753227
1342	9	1991	1567749
1343	10	1991	3520977
1344	11	1991	10272691
1345	12	1991	38881416
1346	13	1991	58313439
1347	14	1991	4782179
1348	15	1991	56744119
1349	16	1991	587141
1350	17	1991	2658161
1351	18	1991	3701968
1352	19	1991	384400
1353	20	1991	10373153
1354	21	1991	361908
1355	22	1991	15010445
1356	23	1991	7710882
1357	24	1991	38183160
1358	25	1991	9970441
1359	26	1991	23192274
1360	27	1991	1999945
1361	28	1991	5310711
1362	29	1991	4998478
1363	30	1991	8590630
1364	31	1991	57338199
1365	32	1991	255866
1366	33	1991	4249830
1367	34	1991	0
1368	35	1991	1890872
1369	36	1991	3279039
1370	37	1991	0
1371	38	1991	56714051
1372	39	1991	4517921
1373	40	1991	1948500
1374	41	1991	0
1375	42	1991	0
1376	43	1991	0
1377	1	1992	420413536
1378	2	1992	477925130
1379	3	1992	311610504
1380	4	1992	10021997
1381	5	1992	8595465
1382	6	1992	10312548
1383	7	1992	5162126
1384	8	1992	80274564
1385	9	1992	1554878
1386	10	1992	3547492
1387	11	1992	10367163
1388	12	1992	39051336
1389	13	1992	58604851
1390	14	1992	4595865
1391	15	1992	56772923
1392	16	1992	603069
1393	17	1992	2643000
1394	18	1992	3706299
1395	19	1992	389600
1396	20	1992	10373647
1397	21	1992	365781
1398	22	1992	15129150
1399	23	1992	7798899
1400	24	1992	38309226
1401	25	1992	9950029
1402	26	1992	22810035
1403	27	1992	1998912
1404	28	1992	5295877
1405	29	1992	5029002
1406	30	1992	8644120
1407	31	1992	57511594
1408	32	1992	259727
1409	33	1992	4273634
1410	34	1992	0
1411	35	1992	1908941
1412	36	1992	3215038
1413	37	1992	0
1414	38	1992	57835076
1415	39	1992	4386200
1416	40	1992	1986500
1417	41	1992	0
1418	42	1992	0
1419	43	1992	0
1420	1	1993	421912578
1421	2	1993	479561788
1422	3	1993	313111944
1423	4	1993	10068319
1424	5	1993	8484863
1425	6	1993	10325697
1426	7	1993	5180614
1427	8	1993	80974632
1428	9	1993	1511303
1429	10	1993	3569367
1430	11	1993	10430958
1431	12	1993	39264034
1432	13	1993	58885929
1433	14	1993	4555771
1434	15	1993	56821250
1435	16	1993	619231
1436	17	1993	2585675
1437	18	1993	3693929
1438	19	1993	394750
1439	20	1993	10365035
1440	21	1993	369455
1441	22	1993	15239182
1442	23	1993	7882519
1443	24	1993	38418108
1444	25	1993	9954958
1445	26	1993	22778533
1446	27	1993	1994084
1447	28	1993	5314155
1448	29	1993	5054982
1449	30	1993	8692013
1450	31	1993	57649210
1451	32	1993	262386
1452	33	1993	4299167
1453	34	1993	0
1454	35	1993	2061000
1455	36	1993	3239536
1456	37	1993	0
1457	38	1993	58958565
1458	39	1993	4254400
1459	40	1993	2024500
1460	41	1993	0
1461	42	1993	0
1462	43	1993	0
1463	1	1994	423104986
1464	2	1994	480893003
1465	3	1994	314121560
1466	4	1994	10100631
1467	5	1994	8459763
1468	6	1994	10334013
1469	7	1994	5196642
1470	8	1994	81338093
1471	9	1994	1476952
1472	10	1994	3583154
1473	11	1994	10489871
1474	12	1994	39458489
1475	13	1994	59104320
1476	14	1994	4645155
1477	15	1994	56842392
1478	16	1994	632944
1479	17	1994	2540904
1480	18	1994	3671296
1481	19	1994	400200
1482	20	1994	10350010
1483	21	1994	373161
1484	22	1994	15341553
1485	23	1994	7928746
1486	24	1994	38504707
1487	25	1994	9974391
1488	26	1994	22748027
1489	27	1994	1989408
1490	28	1994	5336455
1491	29	1994	5077912
1492	30	1994	8745109
1493	31	1994	57788017
1494	32	1994	265064
1495	33	1994	4324815
1496	34	1994	0
1497	35	1994	1936741
1498	36	1994	3175535
1499	37	1994	0
1500	38	1994	60079060
1501	39	1994	4122700
1502	40	1994	2060000
1503	41	1994	0
1504	42	1994	0
1505	43	1994	0
1506	1	1995	423960534
1507	2	1995	481904006
1508	3	1995	314879272
1509	4	1995	10130574
1510	5	1995	8427418
1511	6	1995	10333161
1512	7	1995	5215718
1513	8	1995	81538603
1514	9	1995	1448075
1515	10	1995	3597617
1516	11	1995	10535973
1517	12	1995	39639726
1518	13	1995	59315139
1519	14	1995	4658893
1520	15	1995	56844408
1521	16	1995	645399
1522	17	1995	2500580
1523	18	1995	3642991
1524	19	1995	405650
1525	20	1995	10336700
1526	21	1995	376433
1527	22	1995	15424122
1528	23	1995	7943489
1529	24	1995	38580597
1530	25	1995	10008659
1531	26	1995	22712394
1532	27	1995	1989477
1533	28	1995	5356207
1534	29	1995	5098754
1535	30	1995	8816381
1536	31	1995	57943472
1537	32	1995	266978
1538	33	1995	4348410
1539	34	1995	633015
1540	35	1995	1957265
1541	36	1995	3200033
1542	37	1995	7625488
1543	38	1995	61203584
1544	39	1995	3990900
1545	40	1995	2095000
1546	41	1995	0
1547	42	1995	0
1548	43	1995	0
1549	1	1996	424641798
1550	2	1996	482736385
1551	3	1996	315679276
1552	4	1996	10143047
1553	5	1996	8384715
1554	6	1996	10321344
1555	7	1996	5251027
1556	8	1996	81817499
1557	9	1996	1425192
1558	10	1996	3620065
1559	11	1996	10588332
1560	12	1996	39808374
1561	13	1996	59522297
1562	14	1996	4581167
1563	15	1996	56844197
1564	16	1996	656333
1565	17	1996	2469531
1566	18	1996	3615212
1567	19	1996	411600
1568	20	1996	10321229
1569	21	1996	378404
1570	22	1996	15493889
1571	23	1996	7953067
1572	24	1996	38609399
1573	25	1996	10043693
1574	26	1996	22656145
1575	27	1996	1990266
1576	28	1996	5367790
1577	29	1996	5116826
1578	30	1996	8837496
1579	31	1996	58094587
1580	32	1996	267958
1581	33	1996	4369957
1582	34	1996	603317
1583	35	1996	1971687
1584	36	1996	3136032
1585	37	1996	7625225
1586	38	1996	62337617
1587	39	1996	3859200
1588	40	1996	2132000
1589	41	1996	4331870
1590	42	1996	50874104
1591	43	1996	4674500
1592	1	1997	425273491
1593	2	1997	483512803
1594	3	1997	316448320
1595	4	1997	10170226
1596	5	1997	8340936
1597	6	1997	10309137
1598	7	1997	5275121
1599	8	1997	82012162
1600	9	1997	1405996
1601	10	1997	3654955
1602	11	1997	10629267
1603	12	1997	39971329
1604	13	1997	59726386
1605	14	1997	4533028
1606	15	1997	56876364
1607	16	1997	666313
1608	17	1997	2444912
1609	18	1997	3588013
1610	19	1997	416850
1611	20	1997	10301247
1612	21	1997	381405
1613	22	1997	15567107
1614	23	1997	7964966
1615	24	1997	38639341
1616	25	1997	10084196
1617	26	1997	22581862
1618	27	1997	1986989
1619	28	1997	5378932
1620	29	1997	5132320
1621	30	1997	8844499
1622	31	1997	58239312
1623	32	1997	269874
1624	33	1997	4392714
1625	34	1997	605611
1626	35	1997	1991398
1627	36	1997	3160530
1628	37	1997	7610362
1629	38	1997	63484661
1630	39	1997	3727439
1631	40	1997	2168500
1632	41	1997	3657900
1633	42	1997	50400041
1634	43	1997	4558400
1635	1	1998	427482962
1636	2	1998	485877558
1637	3	1998	318755544
1638	4	1998	10192264
1639	5	1998	8283200
1640	6	1998	10299125
1641	7	1998	5294860
1642	8	1998	82057379
1643	9	1998	1393074
1644	10	1998	3693386
1645	11	1998	10693250
1646	12	1998	40143449
1647	13	1998	59934884
1648	14	1998	4536812
1649	15	1998	56904379
1650	16	1998	675215
1651	17	1998	2420789
1652	18	1998	3562261
1653	19	1998	422050
1654	20	1998	10279724
1655	21	1998	384176
1656	22	1998	15654192
1657	23	1998	7971116
1658	24	1998	38659979
1659	25	1998	10133758
1660	26	1998	22526093
1661	27	1998	1984923
1662	28	1998	5387650
1663	29	1998	5147349
1664	30	1998	8847625
1665	31	1998	58394596
1666	32	1998	272381
1667	33	1998	4417599
1668	34	1998	607906
1669	35	1998	2002340
1670	36	1998	3096529
1671	37	1998	7582640
1672	38	1998	64641675
1673	39	1998	3549736
1674	40	1998	0
1675	41	1998	3655559
1676	42	1998	49973488
1677	43	1998	4504900
1678	1	1999	427998269
1679	2	1999	486577954
1680	3	1999	319373924
1681	4	1999	10213752
1682	5	1999	8230371
1683	6	1999	10289621
1684	7	1999	5313577
1685	8	1999	82037011
1686	9	1999	1379237
1687	10	1999	3732006
1688	11	1999	10747768
1689	12	1999	40303568
1690	13	1999	60158533
1691	14	1999	4527460
1692	15	1999	56909109
1693	16	1999	682862
1694	17	1999	2399248
1695	18	1999	3536401
1696	19	1999	427350
1697	20	1999	10253416
1698	21	1999	386397
1699	22	1999	15760225
1700	23	1999	7982461
1701	24	1999	38666983
1702	25	1999	10186634
1703	26	1999	22488595
1704	27	1999	1978334
1705	28	1999	5393382
1706	29	1999	5159646
1707	30	1999	8854322
1708	31	1999	58579685
1709	32	1999	275712
1710	33	1999	4445329
1711	34	1999	610201
1712	35	1999	2012705
1713	36	1999	3121027
1714	37	1999	7552850
1715	38	1999	65786563
1716	39	1999	3689018
1717	40	1999	0
1718	41	1999	3649930
1719	42	1999	49544808
1720	43	1999	4469800
1721	1	2000	428473834
1722	2	2000	487259080
1723	3	2000	320375247
1724	4	2000	10239085
1725	5	2000	8190876
1726	6	2000	10278098
1727	7	2000	5330020
1728	8	2000	82163475
1729	9	2000	1401250
1730	10	2000	3777565
1731	11	2000	10775627
1732	12	2000	40470182
1733	13	2000	60545022
1734	14	2000	4497735
1735	15	2000	56923524
1736	16	2000	690497
1737	17	2000	2381715
1738	18	2000	3512074
1739	19	2000	433600
1740	20	2000	10221644
1741	21	2000	388759
1742	22	2000	15863950
1743	23	2000	8002186
1744	24	2000	38263303
1745	25	2000	10249022
1746	26	2000	22455485
1747	27	2000	1987755
1748	28	2000	5398657
1749	29	2000	5171302
1750	30	2000	8861426
1751	31	2000	58785246
1752	32	2000	279049
1753	33	2000	4478497
1754	34	2000	603152
1755	35	2000	2021578
1756	36	2000	3057026
1757	37	2000	7527952
1758	38	2000	66889425
1759	39	2000	3753085
1760	40	2000	0
1761	41	2000	3644070
1762	42	2000	49114950
1763	43	2000	4435200
1764	1	2001	429240746
1765	2	2001	488240527
1766	3	2001	321447131
1767	4	2001	10263414
1768	5	2001	8149468
1769	6	2001	10232027
1770	7	2001	5349212
1771	8	2001	82259540
1772	9	2001	1392720
1773	10	2001	3832783
1774	11	2001	10835989
1775	12	2001	40665545
1776	13	2001	60979315
1777	14	2001	4295406
1778	15	2001	56960692
1779	16	2001	697549
1780	17	2001	2353384
1781	18	2001	3486998
1782	19	2001	439000
1783	20	2001	10200298
1784	21	2001	391415
1785	22	2001	15987075
1786	23	2001	8020946
1787	24	2001	38253955
1788	25	2001	10330774
1789	26	2001	22430457
1790	27	2001	1990094
1791	28	2001	5378783
1792	29	2001	5181115
1793	30	2001	8882792
1794	31	2001	58999781
1795	32	2001	283361
1796	33	2001	4503436
1797	34	2001	605988
1798	35	2001	2031112
1799	36	2001	3063320
1800	37	2001	7504739
1801	38	2001	64729501
1802	39	2001	3789717
1803	40	2001	0
1804	41	2001	3635112
1805	42	2001	48663609
1806	43	2001	4401400
1807	1	2002	429723142
1808	2	2002	488962706
1809	3	2002	322819636
1810	4	2002	10309725
1811	5	2002	7868815
1812	6	2002	10201182
1813	7	2002	5368354
1814	8	2002	82440309
1815	9	2002	1383510
1816	10	2002	3899702
1817	11	2002	10888274
1818	12	2002	41035278
1819	13	2002	61424036
1820	14	2002	4305494
1821	15	2002	56987507
1822	16	2002	705539
1823	17	2002	2320956
1824	18	2002	3454637
1825	19	2002	444050
1826	20	2002	10174853
1827	21	2002	394641
1828	22	2002	16105285
1829	23	2002	8063640
1830	24	2002	38242197
1831	25	2002	10394669
1832	26	2002	21833483
1833	27	2002	1994026
1834	28	2002	5378951
1835	29	2002	5194901
1836	30	2002	8909128
1837	31	2002	59239564
1838	32	2002	286575
1839	33	2002	4524066
1840	34	2002	608460
1841	35	2002	2038651
1842	36	2002	3057018
1843	37	2002	7502126
1844	38	2002	65603160
1845	39	2002	3813167
1846	40	2002	0
1847	41	2002	3627812
1848	42	2002	48240902
1849	43	2002	4371500
1850	1	2003	431190184
1851	2	2003	490691578
1852	3	2003	324573948
1853	4	2003	10355844
1854	5	2003	7805506
1855	6	2003	10192649
1856	7	2003	5383507
1857	8	2003	82536680
1858	9	2003	1375190
1859	10	2003	3964191
1860	11	2003	10915770
1861	12	2003	41827838
1862	13	2003	61864088
1863	14	2003	4305384
1864	15	2003	57130506
1865	16	2003	713720
1866	17	2003	2299390
1867	18	2003	3431497
1868	19	2003	448300
1869	20	2003	10142362
1870	21	2003	397296
1871	22	2003	16192572
1872	23	2003	8100273
1873	24	2003	38218531
1874	25	2003	10444592
1875	26	2003	21627509
1876	27	2003	1995033
1877	28	2003	5374873
1878	29	2003	5206295
1879	30	2003	8940788
1880	31	2003	59501394
1881	32	2003	288471
1882	33	2003	4552252
1883	34	2003	610510
1884	35	2003	2023654
1885	36	2003	3044993
1886	37	2003	7490918
1887	38	2003	66401851
1888	39	2003	3830349
1889	40	2003	1985000
1890	41	2003	3618312
1891	42	2003	47823108
1892	43	2003	4352600
1893	1	2004	432762039
1894	2	2004	492555798
1895	3	2004	326314018
1896	4	2004	10396421
1897	5	2004	7745147
1898	6	2004	10195347
1899	7	2004	5397640
1900	8	2004	82531671
1901	9	2004	1366250
1902	10	2004	4028851
1903	11	2004	10940369
1904	12	2004	42547451
1905	13	2004	62292241
1906	14	2004	4305725
1907	15	2004	57495900
1908	16	2004	722893
1909	17	2004	2276520
1910	18	2004	3398929
1911	19	2004	454960
1912	20	2004	10116742
1913	21	2004	399867
1914	22	2004	16258032
1915	23	2004	8142573
1916	24	2004	38190608
1917	25	2004	10473050
1918	26	2004	21521142
1919	27	2004	1996433
1920	28	2004	5371875
1921	29	2004	5219732
1922	30	2004	8975670
1923	31	2004	59793759
1924	32	2004	290570
1925	33	2004	4577457
1926	34	2004	612214
1927	35	2004	2029892
1928	36	2004	3034231
1929	37	2004	7470263
1930	38	2004	67187251
1931	39	2004	3837414
1932	40	2004	2016000
1933	41	2004	3607435
1934	42	2004	47442079
1935	43	2004	4315200
1936	1	2005	434416272
1937	2	2005	494598322
1938	3	2005	328141448
1939	4	2005	10445852
1940	5	2005	7688573
1941	6	2005	10198855
1942	7	2005	5411405
1943	8	2005	82500849
1944	9	2005	1358850
1945	10	2005	4111672
1946	11	2005	10969912
1947	12	2005	43296338
1948	13	2005	62772870
1949	14	2005	4310861
1950	15	2005	57874753
1951	16	2005	733067
1952	17	2005	2249724
1953	18	2005	3355220
1954	19	2005	461230
1955	20	2005	10097549
1956	21	2005	402668
1957	22	2005	16305526
1958	23	2005	8201359
1959	24	2005	38173835
1960	25	2005	10494672
1961	26	2005	21382354
1962	27	2005	1997590
1963	28	2005	5372685
1964	29	2005	5236611
1965	30	2005	9011392
1966	31	2005	60182050
1967	32	2005	293577
1968	33	2005	4606363
1969	34	2005	613420
1970	35	2005	2035196
1971	36	2005	3019634
1972	37	2005	7456050
1973	38	2005	68010221
1974	39	2005	3842532
1975	40	2005	2041000
1976	41	2005	3600436
1977	42	2005	47100462
1978	43	2005	4321500
1979	1	2006	435816236
1980	2	2006	496436597
1981	3	2006	329684938
1982	4	2006	10511382
1983	5	2006	7629371
1984	6	2006	10223577
1985	7	2006	5427459
1986	8	2006	82437995
1987	9	2006	1350700
1988	10	2006	4208156
1989	11	2006	11004716
1990	12	2006	44009971
1991	13	2006	63229635
1992	14	2006	4312487
1993	15	2006	58064214
1994	16	2006	744013
1995	17	2006	2227874
1996	18	2006	3289835
1997	19	2006	469086
1998	20	2006	10076581
1999	21	2006	404999
2000	22	2006	16334210
2001	23	2006	8254298
2002	24	2006	38157055
2003	25	2006	10511988
2004	26	2006	21257016
2005	27	2006	2003358
2006	28	2006	5372928
2007	29	2006	5255580
2008	30	2006	9047752
2009	31	2006	60620361
2010	32	2006	299891
2011	33	2006	4640219
2012	34	2006	613109
2013	35	2006	2038514
2014	36	2006	3003329
2015	37	2006	7425487
2016	38	2006	68860539
2017	39	2006	3842650
2018	40	2006	2100000
2019	41	2006	3589936
2020	42	2006	46749170
2021	43	2006	4401292
2022	1	2007	437227496
2023	2	2007	498300775
2024	3	2007	331204579
2025	4	2007	10584534
2026	5	2007	7572673
2027	6	2007	10254233
2028	7	2007	5447084
2029	8	2007	82314906
2030	9	2007	1342920
2031	10	2007	4340118
2032	11	2007	11036008
2033	12	2007	44784666
2034	13	2007	63645065
2035	14	2007	4313530
2036	15	2007	58223744
2037	16	2007	757916
2038	17	2007	2208840
2039	18	2007	3249983
2040	19	2007	476187
2041	20	2007	10066158
2042	21	2007	405616
2043	22	2007	16357992
2044	23	2007	8282984
2045	24	2007	38125479
2046	25	2007	10532588
2047	26	2007	21130503
2048	27	2007	2010377
2049	28	2007	5373180
2050	29	2007	5276955
2051	30	2007	9113257
2052	31	2007	61073279
2053	32	2007	307672
2054	33	2007	4681134
2055	34	2007	614624
2056	35	2007	2041941
2057	36	2007	2981755
2058	37	2007	7397651
2059	38	2007	69729967
2060	39	2007	3844017
2061	40	2007	2126708
2062	41	2007	3581110
2063	42	2007	46465691
2064	43	2007	4394702
2065	1	2008	438725386
2066	2	2008	500297033
2067	3	2008	333096775
2068	4	2008	10666866
2069	5	2008	7518002
2070	6	2008	10343422
2071	7	2008	5475791
2072	8	2008	82217837
2073	9	2008	1338440
2074	10	2008	4457765
2075	11	2008	11060937
2076	12	2008	45668939
2077	13	2008	64007193
2078	14	2008	4311967
2079	15	2008	58652875
2080	16	2008	776333
2081	17	2008	2191810
2082	18	2008	3212605
2083	19	2008	483799
2084	20	2008	10045401
2085	21	2008	407832
2086	22	2008	16405399
2087	23	2008	8307989
2088	24	2008	38115641
2089	25	2008	10553339
2090	26	2008	20635460
2091	27	2008	2010269
2092	28	2008	5376064
2093	29	2008	5300484
2094	30	2008	9182927
2095	31	2008	61571647
2096	32	2008	315459
2097	33	2008	4737171
2098	34	2008	615543
2099	35	2008	2045177
2100	36	2008	2958266
2101	37	2008	7365507
2102	38	2008	70586256
2103	39	2008	3843846
2104	40	2008	2153139
2105	41	2008	3572703
2106	42	2008	46192309
2107	43	2008	4382070
2108	1	2009	440047892
2109	2	2009	502090235
2110	3	2009	334470255
2111	4	2009	10753080
2112	5	2009	7467119
2113	6	2009	10425783
2114	7	2009	5511451
2115	8	2009	82002356
2116	9	2009	1335740
2117	10	2009	4521322
2118	11	2009	11094745
2119	12	2009	46239273
2120	13	2009	64350226
2121	14	2009	4309796
2122	15	2009	59000586
2123	16	2009	796930
2124	17	2009	2162834
2125	18	2009	3183856
2126	19	2009	493500
2127	20	2009	10030975
2128	21	2009	410926
2129	22	2009	16485787
2130	23	2009	8335003
2131	24	2009	38135876
2132	25	2009	10563014
2133	26	2009	20440290
2134	27	2009	2032362
2135	28	2009	5382401
2136	29	2009	5326314
2137	30	2009	9256347
2138	31	2009	62042343
2139	32	2009	319368
2140	33	2009	4799252
2141	34	2009	617157
2142	35	2009	2048619
2143	36	2009	2936355
2144	37	2009	7334937
2145	38	2009	71517100
2146	39	2009	3843998
2147	40	2009	2180686
2148	41	2009	3567512
2149	42	2009	45963359
2150	43	2009	4385429
2151	1	2010	440660421
2152	2	2010	503170618
2153	3	2010	335266424
2154	4	2010	10839905
2155	5	2010	7421766
2156	6	2010	10462088
2157	7	2010	5534738
2158	8	2010	81802257
2159	9	2010	1333290
2160	10	2010	4549428
2161	11	2010	11119289
2162	12	2010	46486619
2163	13	2010	64658856
2164	14	2010	4302847
2165	15	2010	59190143
2166	16	2010	819140
2167	17	2010	2120504
2168	18	2010	3141976
2169	19	2010	502066
2170	20	2010	10014324
2171	21	2010	414027
2172	22	2010	16574989
2173	23	2010	8351643
2174	24	2010	38022869
2175	25	2010	10573479
2176	26	2010	20294683
2177	27	2010	2046976
2178	28	2010	5390410
2179	29	2010	5351427
2180	30	2010	9340682
2181	31	2010	62510197
2182	32	2010	317630
2183	33	2010	4858199
2184	34	2010	619001
2185	35	2010	2052722
2186	36	2010	2918674
2187	37	2010	7306677
2188	38	2010	72561312
2189	39	2010	3844046
2190	40	2010	2208107
2191	41	2010	3563695
2192	42	2010	45782592
2193	43	2010	4436391
2194	1	2011	439942305
2195	2	2011	502964837
2196	3	2011	334572589
2197	4	2011	11000638
2198	5	2011	7369431
2199	6	2011	10486731
2200	7	2011	5560628
2201	8	2011	80222065
2202	9	2011	1329660
2203	10	2011	4570881
2204	11	2011	11123392
2205	12	2011	46667174
2206	13	2011	64978721
2207	14	2011	4289857
2208	15	2011	59364690
2209	16	2011	839751
2210	17	2011	2074605
2211	18	2011	3052588
2212	19	2011	511840
2213	20	2011	9985722
2214	21	2011	414989
2215	22	2011	16655799
2216	23	2011	8375164
2217	24	2011	38062718
2218	25	2011	10572721
2219	26	2011	20199059
2220	27	2011	2050189
2221	28	2011	5392446
2222	29	2011	5375276
2223	30	2011	9415570
2224	31	2011	63022532
2225	32	2011	318452
2226	33	2011	4920305
2227	34	2011	619850
2228	35	2011	2057284
2229	36	2011	2907361
2230	37	2011	7251549
2231	38	2011	73722988
2232	39	2011	3843183
2233	40	2011	1794180
2234	41	2011	3560430
2235	42	2011	45598179
2236	43	2011	4469250
2237	1	2012	440552661
2238	2	2012	504047749
2239	3	2012	335288924
2240	4	2012	11075889
2241	5	2012	7327224
2242	6	2012	10505445
2243	7	2012	5580516
2244	8	2012	80327900
2245	9	2012	1325217
2246	10	2012	4589287
2247	11	2012	11086406
2248	12	2012	46818219
2249	13	2012	65276983
2250	14	2012	4275984
2251	15	2012	59394207
2252	16	2012	862011
2253	17	2012	2044813
2254	18	2012	3003641
2255	19	2012	524853
2256	20	2012	9931925
2257	21	2012	417546
2258	22	2012	16730348
2259	23	2012	8408121
2260	24	2012	38063792
2261	25	2012	10542398
2262	26	2012	20095996
2263	27	2012	2055496
2264	28	2012	5404322
2265	29	2012	5401267
2266	30	2012	9482855
2267	31	2012	63495088
2268	32	2012	319575
2269	33	2012	4985870
2270	34	2012	620308
2271	35	2012	2059794
2272	36	2012	2903008
2273	37	2012	7216649
2274	38	2012	74724269
2275	39	2012	3839265
2276	40	2012	1780021
2277	41	2012	3559541
2278	42	2012	45453282
2279	43	2012	4497617
2280	1	2013	441257711
2281	2	2013	505163053
2282	3	2013	336044966
2283	4	2013	11137974
2284	5	2013	7284552
2285	6	2013	10516125
2286	7	2013	5602628
2287	8	2013	80523746
2288	9	2013	1320174
2289	10	2013	4609779
2290	11	2013	11003615
2291	12	2013	46727890
2292	13	2013	65600350
2293	14	2013	4262140
2294	15	2013	59685227
2295	16	2013	865878
2296	17	2013	2023825
2297	18	2013	2971905
2298	19	2013	537039
2299	20	2013	9908798
2300	21	2013	422509
2301	22	2013	16779575
2302	23	2013	8451860
2303	24	2013	38062535
2304	25	2013	10487289
2305	26	2013	20020074
2306	27	2013	2058821
2307	28	2013	5410836
2308	29	2013	5426674
2309	30	2013	9555893
2310	31	2013	63905342
2311	32	2013	321857
2312	33	2013	5051275
2313	34	2013	620893
2314	35	2013	2062294
2315	36	2013	2897770
2316	37	2013	7181505
2317	38	2013	75627384
2318	39	2013	3835645
2319	40	2013	1815606
2320	41	2013	3559497
2321	42	2013	45372692
2322	43	2013	0
2323	1	2014	442883888
2324	2	2014	507235091
2325	3	2014	337764352
2326	4	2014	11180840
2327	5	2014	7245677
2328	6	2014	10512419
2329	7	2014	5627235
2330	8	2014	80767463
2331	9	2014	1315819
2332	10	2014	4637852
2333	11	2014	10926807
2334	12	2014	46512199
2335	13	2014	66165980
2336	14	2014	4246809
2337	15	2014	60782668
2338	16	2014	858000
2339	17	2014	2001468
2340	18	2014	2943472
2341	19	2014	549680
2342	20	2014	9877365
2343	21	2014	429424
2344	22	2014	16829289
2345	23	2014	8507786
2346	24	2014	38017856
2347	25	2014	10427301
2348	26	2014	19947311
2349	27	2014	2061085
2350	28	2014	5415949
2351	29	2014	5451270
2352	30	2014	9644864
2353	31	2014	64351203
2354	32	2014	325671
2355	33	2014	5107970
2356	34	2014	621521
2357	35	2014	2065769
2358	36	2014	2892394
2359	37	2014	7146759
2360	38	2014	76667864
2361	39	2014	3830911
2362	40	2014	1820631
2363	41	2014	3557634
2364	42	2014	45245894
2365	43	2014	4490498
2366	1	2015	443666812
2367	2	2015	508520205
2368	3	2015	338562121
2369	4	2015	11237274
2370	5	2015	7202198
2371	6	2015	10538275
2372	7	2015	5659715
2373	8	2015	81197537
2374	9	2015	1314870
2375	10	2015	4677627
2376	11	2015	10858018
2377	12	2015	46449565
2378	13	2015	66458153
2379	14	2015	4225316
2380	15	2015	60795612
2381	16	2015	847008
2382	17	2015	1986096
2383	18	2015	2921262
2384	19	2015	562958
2385	20	2015	9855571
2386	21	2015	439691
2387	22	2015	16900726
2388	23	2015	8584926
2389	24	2015	38005614
2390	25	2015	10374822
2391	26	2015	19870647
2392	27	2015	2062874
2393	28	2015	5421349
2394	29	2015	5471753
2395	30	2015	9747355
2396	31	2015	64853393
2397	32	2015	329100
2398	33	2015	5166493
2399	34	2015	622099
2400	35	2015	2069172
2401	36	2015	2885796
2402	37	2015	7114393
2403	38	2015	77695904
2404	39	2015	3825334
2405	40	2015	1804944
2406	41	2015	3555159
2407	42	2015	42759661
2408	43	2015	3729500
2409	1	2016	444802830
2410	2	2016	510181874
2411	3	2016	339787987
2412	4	2016	11311117
2413	5	2016	7153784
2414	6	2016	10553843
2415	7	2016	5707251
2416	8	2016	82175684
2417	9	2016	1315944
2418	10	2016	4726286
2419	11	2016	10783748
2420	12	2016	46440099
2421	13	2016	66638391
2422	14	2016	4190669
2423	15	2016	60665551
2424	16	2016	848319
2425	17	2016	1968957
2426	18	2016	2888558
2427	19	2016	576249
2428	20	2016	9830485
2429	21	2016	450415
2430	22	2016	16979120
2431	23	2016	8700471
2432	24	2016	37967209
2433	25	2016	10341330
2434	26	2016	19760585
2435	27	2016	2064188
2436	28	2016	5426252
2437	29	2016	5487308
2438	30	2016	9851017
2439	31	2016	65379044
2440	32	2016	332529
2441	33	2016	5210721
2442	34	2016	622218
2443	35	2016	2071278
2444	36	2016	2875592
2445	37	2016	7076372
2446	38	2016	78741053
2447	39	2016	3515982
