id	pays_id	annee	quantite_tep
390	3	2018	200574.26100000003
391	4	2018	6415.09
392	5	2018	4025.4
393	6	2018	7558.639
394	7	2018	2611.916
395	8	2018	55167.068
396	9	2018	1062.752
397	10	2018	2677.0240000000003
398	11	2018	4579.775
399	12	2018	23590.542
400	13	2018	49980.732
401	14	2018	1172.115
402	15	2018	24858.748
403	16	2018	435.13
404	17	2018	578.235
405	18	2018	281.978
406	19	2018	189.245
407	20	2018	2739.897
408	21	2018	168.708
409	22	2018	9833.606
410	23	2018	5897.1630000000005
411	24	2018	14610.025
412	25	2018	5127.78
413	26	2018	5578.371999999999
414	27	2018	1404.191
415	28	2018	2309.114
416	29	2018	6017.38
417	30	2018	14049.871000000001
418	31	2018	28438.746
419	32	2018	1705.0520000000001
420	33	2018	12601.582
421	34	2018	327.661
422	35	2018	482.13
423	36	2018	735.467
424	37	2018	3218.035
425	38	2018	26126.541
426	39	2018	1647.463
427	40	2018	508.61699999999996
428	41	2018	82.029
429	42	2018	13741.531
430	43	2018	1044.5919999999999
