GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Macédoine du Nord,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	17,466	33,926	142,805	353,013	436,643	481,087	538,517	618,489	641,392	636,826
Albanie,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	659,358	643,002	644,024	682,870	760,562	678,781	704,337	704,337	576,933	591,311
Serbie,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	491,396	600,503	786,398	782,221	388,500	382,233	282,487	292,722	300,326	179,198
Turquie,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	8.772,953	9.373,770	10.250,860	11.091,049	12.011,312	12.984,587	12.506,056	12.922,789	14.383,735	15.177,415
Bosnie-Herzégovine,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	514,136	588,604	791,606	799,767	853,444
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	302,976	291,679	312,219	319,409	261,071	340,002	399,088	439,515	467,093	499,230
Moldavie,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	0,000	426,221	453,951	409,788	453,951	476,545	511,465	550,829	586,399	595,546
Ukraine,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	1.351,218	1.885,397	2.882,870	4.369,829	4.119,256	4.919,705	4.862,253	4.548,787	5.632,311	5.560,748
Géorgie,Approvisionnement énergétique total,Gazole et carburant diesel (part de biocarburant non comprise),Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	473,130	528,074	610,490	653,224	588,105	549,136
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-32.082,661	-39.016,913	-37.575,219	-40.357,482	-37.387,126	-38.241,264	-44.539,432	-44.118,048	-44.264,838	-43.918,814
Union européenne - 28 pays (2013-2020),Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-38.338,350	-44.468,361	-43.963,347	-46.486,973	-42.691,891	-42.200,636	-47.714,210	-46.933,224	-46.872,987	-46.314,692
Zone euro - 19 pays (à partir de 2015),Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-25.242,200	-30.414,857	-29.072,366	-31.834,384	-29.213,060	-29.676,845	-34.874,292	-35.234,363	-35.598,118	-34.921,739
Belgique,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-3.949,556	-5.335,817	-5.613,834	-5.072,131	-5.182,001	-5.626,254	-5.180,090	-5.352,059	-7.595,395	-7.661,221
Bulgarie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-1.072,896	-1.246,776	-1.279,507	-1.299,322	-1.465,558	-1.459,826	-1.485,621	-1.147,416	-800,105	-831,693
Tchéquie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	52,149	-1,892	-33,005	-30,197	-35,828	-64,154	-110,383	-41,511	-106,609	-96,231
Danemark,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-1.021,869	-940,814	-940,814	-1.083,625	-1.022,834	-1.090,379	-1.252,086	-1.137,373	-1.080,888	-1.058,624
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-1.964,975	-1.294,243	-985,860	-1.716,342	-1.827,167	-2.082,185	-2.164,789	-1.407,785	-824,821	-1.288,301
Estonie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	15,925	6,557	-8,431	-0,937	24,356	-21,545	12,178	23,419	-1,874	0,937
Irlande,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-465,860	-409,720	-856,867	-763,301	-744,588	-813,531	-1.050,894	-962,252	-980,679	-919,611
Grèce,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-2.185,918	-2.875,705	-2.761,059	-2.556,606	-3.320,913	-3.616,127	-2.997,038	-3.330,467	-4.323,602	-3.738,395
Espagne,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-4.970,393	-5.580,233	-5.665,148	-5.278,208	-4.594,067	-3.844,311	-3.760,361	-3.022,184	-2.211,637	-2.042,773
France,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-164,330	-228,342	-359,233	-1.345,214	-1.905,082	-2.020,687	-4.061,437	-2.732,465	-2.569,091	-3.023,196
Croatie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-192,023	-383,080	-272,112	-218,076	-304,920	-249,919	-262,463	-420,713	-392,151	-526,709
Italie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-3.081,112	-4.983,281	-4.425,337	-5.270,851	-2.464,890	-3.319,003	-4.867,679	-5.433,266	-6.113,259	-4.869,868
Chypre,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	1.214,476	1.083,971	1.067,052	898,018	659,503	809,423	854,143	884,258	789,862	817,461
Lettonie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	31,031	25,213	17,455	13,576	4,849	0,970	0,000	0,000	0,920	3,211
Lituanie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-1.244,818	-1.385,890	-1.483,728	-1.350,402	-1.588,216	-1.278,529	-1.350,872	-1.654,533	-1.528,946	-1.533,322
Luxembourg,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	0,716	2,174	1,963	1,756	1,480	1,196	0,953	1,298	2,241	2,595
Hongrie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	47,048	5,761	-34,566	-2,880	-5,761	-3,841	-20,163	1,920	-26,884	-0,960
Malte,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	506,353	511,130	522,595	561,766	463,170	458,345	250,310	174,835	50,218	4,857
Pays-Bas,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-7.634,375	-8.583,286	-6.451,419	-7.588,220	-6.167,431	-6.153,721	-7.911,782	-9.526,693	-7.267,595	-7.316,248
Autriche,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-146,589	30,878	-81,195	-158,761	-261,741	-334,831	-443,751	-436,534	-294,536	-380,336
Pologne,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-1.067,163	-1.564,918	-1.949,938	-2.203,115	-2.480,176	-2.747,683	-2.673,163	-2.409,477	-2.391,991	-2.732,917
Portugal,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-637,241	-1.037,547	-1.376,708	-1.747,397	-1.697,717	-1.937,518	-1.805,675	-1.993,886	-2.011,252	-1.711,732
Roumanie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-339,658	-333,650	-229,655	-77,982	-149,445	-153,193	-124,058	-126,039	-132,482	-125,812
Slovénie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	19,673	8,848	7,856	7,852	8,832	8,829	2,941	0,980	0,207	0,201
Slovaquie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-245,549	-265,351	-260,546	-225,818	-239,322	-220,971	-256,673	-223,865	-142,811	-247,024
Finlande,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-339,658	-104,213	-359,922	-243,164	-382,115	313,605	-143,776	-243,164	-576,068	-1.018,974
Suède,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-3.246,049	-4.136,687	-3.763,256	-3.607,901	-2.709,544	-2.795,424	-3.737,203	-3.603,076	-3.735,610	-3.624,129
Royaume-Uni,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-6.255,689	-5.451,448	-6.388,128	-6.129,491	-5.304,765	-3.959,372	-3.174,778	-2.815,176	-2.608,149	-2.395,878
Islande,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	63,686	56,931	54,036	73,335	98,424	69,475	81,055	75,265	66,215	79,468
Norvège,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-853,158	-212,367	-614,799	-592,495	-113,457	-437,341	143,518	262,793	475,160	-31,843
Monténégro,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	34,684	11,221	9,181	7,141	12,241	4,080	5,101	3,060	1,930	1,640
Macédoine du Nord,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-77,027	-35,990	-50,281	94,933	123,580	116,848	103,439	87,072	74,029	64,531
Albanie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-9,600	9,600	12,480	0,000	0,965	0,965	0,965	0,000	0,386	1,402
Serbie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-82,632	-123,948	-69,843	15,739	-156,410	-122,964	-24,534	-17,664	-54,541	-22,842
Turquie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-628,174	-1.713,729	-1.444,511	-474,404	-1.852,741	-2.524,101	-1.571,842	-841,578	-45,211	392,601
Bosnie-Herzégovine,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	-9,599	29,758	49,916	51,836	46,717
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	93,112	77,754	74,739	46,357	35,951	32,166	31,220	20,814	24,770	20,002
Moldavie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	0,000	19,299	12,544	5,790	1,930	0,000	1,920	3,841	3,860	3,841
Ukraine,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	-487,246	-1.901,213	-1.235,311	-254,743	-578,962	-389,797	133,754	419,413	283,749	37,260
Géorgie,Approvisionnement énergétique total,Fioul,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	1,911	-3,822	55,675	136,885	-5,568
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	45,450	-330,928	-821,796	-479,710	117,236	35,677	24,606	336,311	723,982	308,776
Union européenne - 28 pays (2013-2020),Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	153,948	-181,143	-745,943	-340,487	287,061	-6,273	41,386	352,726	889,241	460,169
Zone euro - 19 pays (à partir de 2015),Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	119,707	-163,338	-616,078	-199,532	310,730	262,307	167,849	493,504	836,754	447,195
Belgique,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-62,482	-81,227	-96,847	-43,737	-40,613	-48,944	-63,523	-54,151	-39,676	-35,302
Bulgarie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	9,458	8,407	7,356	6,306	4,204	8,407	10,509	10,509	11,986	10,502
Tchéquie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	15,360	11,520	16,320	15,360	11,520	20,160	17,280	18,240	18,240	16,320
Danemark,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	9,351	9,351	9,351	9,351	11,429	8,312	7,619	8,518	6,266	6,246
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	17,541	7,223	20,636	11,350	29,923	19,604	-108,340	-242,476	-77,386	8,255
Estonie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	3,153	2,102	0,000	1,051	1,051	1,051	1,051	2,102	1,051	1,222
Grèce,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	1,041	2,083	0,770	0,864
Espagne,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-97,936	-161,307	-176,670	-164,187	-81,614	-98,897	-201,634	-254,443	-251,562	-203,554
France,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	88,518	24,993	22,911	-51,028	17,704	-1,041	-41,656	-60,401	-78,104	-60,401
Croatie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	2,400	2,400	2,400	1,600	2,400	2,400	2,400	2,400	2,480	2,320
Italie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Chypre,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lettonie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	1,000	1,000	1,000	1,000	1,000	1,000	1,000	1,000	0,992	1,084
Lituanie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Luxembourg,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	2,073	-21,768	-17,622	-83,964	-87,074	-89,147	-7,256	-14,512	-14,512	-12,439
Malte,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	391,554	278,045	-112,468	225,977	468,616	505,064	672,214	1.112,254	1.354,005	814,969
Autriche,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-54,688	-57,670	-54,806	15,475	15,671	18,907	18,969	19,121	19,106	18,885
Pologne,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-81,227	-130,171	-139,543	-132,254	-61,441	-80,185	-68,730	-66,648	-19,809	-36,808
Portugal,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-16,662	-26,034	-11,455	-14,579	-9,372	-15,621	-17,703	-18,745	-9,353	-8,573
Roumanie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-33,592	-48,289	-83,980	-96,577	-74,532	-96,577	-106,025	-118,789	-117,423	-124,560
Slovénie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	3,096	5,160	3,096	2,064	2,064	2,064	2,064	2,064	2,226	2,323
Slovaquie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-5,207	9,372	10,270	6,248	7,189	1,027	0,000	4,013	4,013	4,108
Finlande,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	-148,180	-164,995	-221,745	-189,166	-100,889	-121,907	-95,634	-18,917	-89,328	-96,685
Suède,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	1,920	0,960	0,000	0,000	0,000	0,000	0,960	3,089	0,000	0,000
Royaume-Uni,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	108,498	149,785	75,853	139,223	169,825	-41,950	16,780	16,415	165,259	151,393
Islande,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,960	0,955	0,955	0,955	0,955	0,955	0,955	0,955	0,953	0,956
Norvège,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	12,496	15,621	13,538	12,482	24,993	19,786	8,641	7,681	4,801	7,681
Monténégro,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,375	0,289	0,317
Albanie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	13,351	25,675	5,135	1,027	1,027	0,000	1,027	1,027	1,027	0,390
Serbie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	5,760	4,800	4,800	4,800	4,800	8,639	6,719	12,479	13,294	10,799
Turquie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	1.749,412	1.586,185	309,172	-54,433	-230,056	-332,373	-370,847	30,811	34,286	28,891
Bosnie-Herzégovine,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,960	0,000	0,000	0,000	0,960	0,000	0,000	1,033	0,000
Ukraine,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	12,496	0,000	0,000	0,000	0,000
Géorgie,Approvisionnement énergétique total,White spirit et essences industrielles à point de début d'ébullition spécial,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-2.520,105	-2.700,018	-2.699,018	-2.338,065	-2.176,883	-2.544,112	-1.994,080	-1.808,949	-1.905,282	-1.384,746
Union européenne - 28 pays (2013-2020),Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-2.567,153	-2.551,193	-2.632,767	-2.383,193	-2.114,439	-2.466,260	-1.933,665	-1.742,102	-1.936,141	-1.452,546
Zone euro - 19 pays (à partir de 2015),Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-2.335,594	-2.516,702	-2.435,786	-1.906,254	-1.683,565	-2.055,837	-1.596,109	-1.273,987	-1.590,376	-1.095,045
Belgique,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	8,025	12,038	19,060	19,060	35,110	45,142	48,151	58,183	54,271	79,349
Bulgarie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	50,516	46,475	40,413	35,361	27,279	28,289	19,196	19,196	22,425	43,873
Tchéquie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	35,520	47,040	46,080	70,080	57,600	69,120	111,359	121,919	126,719	132,479
Danemark,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	51,039	51,039	51,039	51,039	51,039	51,039	51,359	51,359	51,359	51,359
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-101,878	-74,910	-12,984	-101,878	25,969	-146,824	41,950	62,925	-275,670	-332,602
Estonie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	4,013	4,013	4,013	3,009	3,009	3,009	3,009	3,009	3,009	2,006
Irlande,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	36,360	27,270	30,300	30,300	30,300	32,320	33,330	33,330	36,360	35,510
Grèce,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-161,508	-182,574	-197,621	-158,498	-200,631	-187,590	-194,612	-178,561	-196,599	-201,799
Espagne,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	105,618	78,733	142,104	61,450	32,645	-50,889	-123,861	-115,219	-132,502	-92,175
France,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-678,164	-619,978	-779,487	-344,098	-436,392	-459,466	-53,170	-117,374	-32,102	170,544
Croatie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	15,203	16,003	19,203	13,602	12,002	13,602	15,203	18,403	18,083	18,803
Italie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-560,762	-764,402	-908,856	-705,216	-641,015	-731,298	-757,380	-929,923	-931,007	-769,290
Chypre,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	9,602	10,562	9,602	8,641	6,721	6,721	7,681	7,681	7,514	7,358
Lettonie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	14,997	13,997	18,996	21,996	20,996	14,997	23,995	33,994	20,835	26,788
Lituanie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-12,038	-16,050	-19,060	-23,073	-21,066	-26,082	-27,085	-38,120	-44,440	-46,948
Luxembourg,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	7,889	9,020	8,227	7,737	7,430	7,149	7,428	8,421	7,607	8,767
Hongrie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-83,653	-34,222	-61,789	-73,197	-85,555	-38,024	-68,444	-86,505	-86,505	-91,258
Malte,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	5,016	4,013	5,016	4,013	5,016	5,016	5,016	6,019	6,019	7,022
Pays-Bas,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-836,543	-738,650	-447,936	-463,758	-359,931	-388,607	-422,009	115,119	116,667	220,211
Autriche,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-37,952	-23,204	-2,330	3,804	49,557	38,054	35,969	40,736	44,937	34,465
Pologne,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-64,202	-122,385	-201,634	-259,817	-281,886	-297,936	-292,921	-361,135	-154,061	-162,648
Portugal,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-58,183	-56,177	-76,240	-87,274	-55,173	-19,060	-84,265	-77,243	-88,145	-63,404
Roumanie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	52,066	80,619	87,337	80,619	74,741	76,420	103,293	81,064	89,419	93,443
Slovénie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	12,078	12,078	14,091	21,136	19,123	24,156	27,175	29,188	36,236	37,029
Slovaquie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	20,189	30,282	30,177	44,174	52,986	43,313	43,752	43,027	46,372	47,062
Finlande,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-112,353	-242,763	-272,858	-247,779	-258,219	-265,898	-211,183	-259,179	-269,738	-264,938
Suède,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-241,000	-267,885	-243,881	-349,498	-348,538	-390,785	-337,016	-379,263	-382,345	-375,752
Royaume-Uni,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	-47,048	148,825	66,251	-45,128	62,444	77,852	60,415	66,847	-30,859	-67,800
Islande,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	4,801	3,822	3,822	3,822	3,822	3,822	3,822	3,822	3,437	4,062
Norvège,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	49,154	50,158	46,145	48,008	5,016	42,132	47,048	48,008	47,048	50,889
Monténégro,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	1,920	1,920	2,880	0,960	4,800	8,639	8,639	9,599	9,599	9,791
Macédoine du Nord,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	8,642	7,681	8,642	7,681	6,973	10,032	10,032	9,209	9,554	10,160
Albanie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	9,027	9,027	8,024	17,051	15,045	8,024	3,009	8,024	7,302	8,806
Serbie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	29,760	33,600	46,080	48,000	58,560	53,760	48,000	76,799	49,320	33,224
Turquie,Approvisionnement énergétique total,Lubrifiants,Milliers de tonnes équivalent pétrole (TEP)	389,825	432,072	983,204	726,091	736,010	534,042	302,231	101,318	56,177	110,215
