GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Danemark,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	10.716,729	11.063,748	11.414,230	12.730,964	8.654,700	9.895,242	8.117,202	10.481,227	10.961,235	10.484,690
Estonie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Grèce,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Espagne,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	1.709,114	1.729,581	1.785,511	1.648,019	1.460,113	1.298,863	1.281,277	1.298,615	1.258,921	1.104,421
France,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	2.468,902	3.173,498	2.977,620	3.486,338	3.964,758	3.871,752	3.146,018	3.060,058	3.182,540	3.133,091
Croatie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Italie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	2.653,044	3.807,506	4.344,036	3.880,030	2.292,644	1.787,197	1.662,130	1.805,698	1.709,035	1.696,498
Chypre,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lettonie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lituanie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	1,200	0,000	0,000	0,000	0,000
Luxembourg,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	767,208	1.062,230	1.064,299	1.010,280	903,499	908,996	944,031	870,513	942,992	977,962
Malte,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	2.344,054	2.706,995	2.906,955	2.835,052	2.789,855	2.952,152	3.052,645	2.977,512	3.004,450	2.917,706
Autriche,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	1.181,142	1.280,771	1.240,258	1.248,853	1.239,960	1.228,412	1.226,611	1.242,879	1.229,329	1.214,306
Pologne,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	6.987,929	8.696,932	8.419,118	8.252,255	8.948,012	8.868,374	9.488,537	9.318,880	9.237,315	8.938,972
Portugal,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Roumanie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	221,350	86,044	82,103	81,446	61,085	13,793	9,196	6,568	5,382	4,640
Slovénie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovaquie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	1.670,411	1.754,443	1.748,656	1.834,371	1.803,153	1.900,615	1.949,513	1.935,215	1.938,588	1.913,278
Finlande,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	640,334	843,981	895,068	797,093	893,668	915,363	877,572	848,880	860,777	890,169
Suède,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	1.031,814	1.338,492	1.170,106	1.060,476	1.002,436	1.043,279	1.140,728	1.104,901	1.084,122	1.057,610
Royaume-Uni,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	4.267,054	4.643,054	4.550,009	4.321,647	4.864,037	4.451,391	3.660,591	2.004,228	2.177,830	1.670,103
Islande,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Norvège,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Monténégro,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Albanie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Turquie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	4.936,967	4.672,398	4.476,343	4.381,340	4.564,209	4.547,507	4.744,850	4.480,891	4.477,608	4.517,158
Bosnie-Herzégovine,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	929,541	884,418	859,427	881,641	1.011,208
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	1,338
Ukraine,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	16.923,418	18.015,164	18.778,976	18.344,464	16.509,402	11.627,976	11.235,139	12.487,435	9.678,752	10.623,884
Géorgie,Énergie disponible brute,Charbon à coke,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	105.865,084	114.306,012	111.121,186	109.424,907	115.401,092	105.509,930	110.443,256	107.144,946	99.138,554	94.766,213
Union européenne - 28 pays (2013-2020),Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	130.741,371	141.971,286	138.166,084	144.608,188	147.045,530	130.207,285	130.681,069	116.762,605	106.187,465	100.551,464
Zone euro - 19 pays (à partir de 2015),Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	62.210,595	65.693,784	64.462,160	68.587,007	71.477,861	66.392,477	73.077,774	67.147,089	61.276,720	55.991,219
Belgique,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.400,258	1.783,882	1.326,981	1.444,339	1.488,298	1.335,072	1.423,139	1.178,014	1.122,768	1.111,561
Bulgarie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.021,580	936,893	799,965	735,736	706,515	667,611	587,257	483,249	437,087	530,042
Tchéquie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	2.104,511	2.613,974	2.650,493	2.348,837	2.795,107	2.009,552	2.327,444	2.706,904	1.994,611	1.749,049
Danemark,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	3.984,838	3.791,971	3.217,242	2.452,631	3.159,811	2.519,674	1.805,610	2.111,658	1.701,735	1.708,475
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	21.710,235	26.698,160	23.997,534	23.158,829	29.328,633	27.515,546	29.573,590	28.097,844	22.173,007	21.517,561
Estonie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	56,437	38,916	45,416	41,482	39,565	50,600	18,806	17,509	25,222	26,273
Irlande,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.100,561	1.192,385	1.185,986	1.434,482	1.248,024	1.175,546	1.369,103	1.315,082	1.055,975	688,926
Grèce,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	208,983	394,491	216,808	227,749	197,183	173,969	173,971	203,150	209,404	268,150
Espagne,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	7.297,650	5.680,044	8.143,723	10.852,435	8.130,020	8.468,806	10.330,400	8.223,306	10.087,008	9.380,514
France,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	7.959,969	7.966,800	6.645,314	7.528,996	7.717,159	4.837,585	5.102,752	5.390,895	6.122,162	4.848,765
Croatie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	469,461	626,684	651,957	591,225	635,046	608,306	570,458	610,543	350,002	328,284
Italie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	9.639,191	9.806,892	11.082,975	11.800,724	10.634,523	10.416,798	10.145,599	8.637,453	7.380,474	6.589,196
Chypre,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	14,435	16,655	7,336	0,000	0,000	2,218	3,679	0,000	2,980	13,614
Lettonie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	81,413	104,584	107,716	85,171	68,960	58,864	46,258	39,658	40,138	45,210
Lituanie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	50,998	86,397	178,794	177,594	210,593	182,394	151,195	146,995	149,635	159,175
Luxembourg,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	48,640	44,369	42,731	40,575	36,782	42,841	36,423	40,607	36,654	34,207
Hongrie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	195,456	219,906	119,062	44,385	29,797	26,379	34,946	112,856	123,033	94,256
Malte,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	4.976,391	4.669,175	4.348,777	5.049,775	5.206,549	6.049,357	7.943,076	7.216,231	6.126,317	5.303,520
Autriche,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.023,439	1.230,658	1.338,231	1.109,068	1.126,421	887,423	1.283,682	1.087,514	1.009,004	925,053
Pologne,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	35.228,786	39.774,252	38.297,550	33.816,935	35.659,146	32.490,135	31.247,897	33.232,478	32.543,338	33.501,030
Portugal,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	2.844,279	1.641,552	2.191,229	2.915,753	2.631,174	2.666,490	3.245,315	2.833,732	3.216,308	2.686,492
Roumanie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovénie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	14,260	12,050	10,275	9,717	5,649	4,217	7,797	7,161	7,110	7,323
Slovaquie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.076,577	864,829	781,267	670,218	699,961	585,236	566,045	491,268	579,956	631,428
Finlande,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	2.706,879	3.461,945	2.811,067	2.040,100	2.708,367	1.939,515	1.656,944	2.220,670	1.932,598	1.754,251
Suède,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	649,857	648,548	922,757	848,151	937,809	795,796	791,870	740,169	712,028	863,858
Royaume-Uni,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	24.876,287	27.665,274	27.044,898	35.183,281	31.644,438	24.697,355	20.237,813	9.617,659	7.048,911	5.785,251
Islande,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	6,700	2,680	4,690	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Norvège,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	361,082	473,837	522,160	506,052	488,602	538,939	528,872	477,864	558,403	532,139
Monténégro,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	1,285	0,000	0,000	3,118	3,061	6,859	17,383	19,043	56,149
Albanie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	33,778	2,047	67,624	144,108
Serbie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	22,284	71,861	99,112	82,380	46,121	82,249	116,871	109,859	79,131	156,941
Turquie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	10.188,502	11.354,688	12.895,936	15.877,612	13.694,073	15.674,071	17.403,320	19.101,900	20.231,914	20.166,400
Bosnie-Herzégovine,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	17,754	11,298	7,532	6,456	1,076	1,339	0,140
Moldavie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	43,136	35,125	46,217	28,467	9,740	22,726	43,830	23,809	29,220	21,136
Ukraine,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	16.052,881	16.436,225	19.304,438	19.353,511	21.505,318	20.080,492	15.952,219	15.903,389	13.120,073	14.233,819
Géorgie,Énergie disponible brute,Autre charbon bitumineux,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	41,798	72,848	70,460	54,935	82,163	130,947
Union européenne - 27 pays (à partir de 2020),Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.606,969	1.232,941	1.804,360	1.902,323	1.519,247	1.629,602	1.645,362	1.180,852	1.239,290	1.026,459
Union européenne - 28 pays (2013-2020),Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.606,969	1.232,941	1.804,360	1.902,323	1.519,247	1.629,602	1.645,362	1.180,852	1.239,290	1.026,459
Zone euro - 19 pays (à partir de 2015),Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	1.017,282	761,052	1.251,228	1.158,781	1.008,818	1.177,339	1.159,804	733,120	861,141	691,269
Belgique,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	21,824	24,508	21,435	20,417	15,979	22,906
Bulgarie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Tchéquie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Danemark,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Estonie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Grèce,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Espagne,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	430,221	245,936	897,152	720,982	532,293	714,419	729,034	445,629	622,774	442,003
France,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Croatie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	13,048	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Italie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	259,981	177,219	92,208	195,661	222,648	213,652	200,159	57,574	3,738	0,000
Chypre,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lettonie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lituanie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	76,464	84,056	16,269	8,677	1,627	0,542	0,000	0,542	1,627	0,651
Luxembourg,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	168,460	115,988	118,770	146,608	104,554	80,156	73,876	60,482	0,000	0,000
Malte,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Autriche,Énergie disponible brute,Charbon sous-bitumineux,Milliers de tonnes équivalent pétrole (TEP)	38,574	35,797	37,211	38,816	38,508	45,197	43,258	36,894	34,238	36,467
